new/used,name,milage,price,id,drive mode,fuel consumption,fuel type,accident history,clean title,one owner?,personal use,factory recall
Kia Certified,2021 Kia Sorento S," 15,583 mi.","$31,203",189658bc-b4cb-4494-8aef-97ed98b84e9e,–,All-wheel Drive ,– ,"6 years or newer/less than 80,000 miles","12 months/12,000 miles","10 years/100,000 miles","

          165-point inspection

",Yes
Used,2022 Chevrolet Silverado 2500 LT," 20,503 mi.","$54,000",b2ad9754-bd71-4dba-a257-da810d601083,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2020 Jeep Grand Cherokee Laredo," 41,319 mi.","$28,500",3cb909a1-755f-4fd5-a352-94c882fb4373,18–25,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2018 Chevrolet Traverse LT Cloth," 63,017 mi.","$23,500",502fc6a9-c605-4ac3-b6b4-56d331b64b0d,17–25,All-wheel Drive ,Gasoline ,None reported,,No,No,
Subaru Certified,2020 Subaru Outback Premium," 17,597 mi.","$27,250",8cb7badf-e058-4562-8c33-49f449c1e646,26–33,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Jeep Certified,2021 Jeep Grand Cherokee Laredo E 4x4," 49,943 mi.","$25,900",2da41bf8-5877-458a-a75d-ec438bf95311,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Jeep Certified,2023 Jeep Wrangler 4xe Rubicon 4x4," 6,282 mi.","$51,900",19260bd0-5706-46b0-9eaa-172405943519,–,Four-wheel Drive ,PHEV (plug-in hybrid electric vehicle) ,None reported,,Yes,Yes,
Jeep Certified,2020 Jeep Gladiator Overland 4X4," 44,765 mi.","$35,000",c937d2bb-6000-4040-bcaf-bc987287d576,–,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
RAM Certified,2021 RAM 1500 Big Horn Crew Cab 4x4 5'7' Box," 24,719 mi.","$37,627",20c4ce18-dd76-48fa-a8ee-ccc7ac156420,–,Four-wheel Drive ,MHEV (mild hybrid electric vehicle) ,None reported,,Yes,Yes,
Jeep Certified,2015 Jeep Cherokee Trailhawk," 94,660 mi.","$16,211",f12aedf0-07d7-4dbd-871d-d686292cc042,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Jeep Certified,2018 Jeep Compass Limited 4x4," 44,880 mi.","$19,539",bbcc1390-38e7-4238-afb3-d7a1be398de6,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Jeep Certified,2016 Jeep Grand Cherokee High Altitude," 46,459 mi.","$24,250",f898f303-bcf1-44ac-bcb7-0ea469351926,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Jeep Certified,2023 Jeep Grand Cherokee L Overland 4x4," 3,372 mi.","$52,890",53e246c0-ee07-488a-bf2b-f7ffd8270ae0,–,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Jeep Certified,2023 Jeep Wrangler 4-Door Willys 4x4," 7,699 mi.","$44,500",bc4946ad-9aa4-4470-82bc-bbc597a54670,–,Four-wheel Drive ,MHEV (mild hybrid electric vehicle) ,None reported,,Yes,Yes,
Jeep Certified,2020 Jeep Compass Latitude 4X4," 24,546 mi.","$21,500",66580ee1-94ae-4b71-aaa6-f438f020ec1c,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Jeep Certified,2020 Jeep Grand Cherokee Limited 4X4," 62,226 mi.","$26,900",c30f7cdc-6a2b-4ba4-b954-65245e2bb8e4,–,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Jeep Certified,2019 Jeep Grand Cherokee Summit 4x4," 71,360 mi.","$27,894",760d3666-91fb-4e9a-a7aa-77c4cb8d2801,–,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2018 Lincoln MKX Reserve," 80,106 mi.","$21,343",b55e986a-83ca-4a0c-aaa9-6dde0b305b9a,16–23,All-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2022 Chevrolet Equinox 1LT," 41,061 mi.","$21,319",54bc460b-0d3a-4a80-811a-bf34e8fb92a3,25–30,All-wheel Drive ,Gasoline ,None reported,,Yes,No,At least 1 open recall reported
Used,2017 Ford F-150 Lariat," 45,891 mi.","$34,690",512494d7-5cf7-4129-975c-a6948a749b3b,–,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2017 Cadillac ATS 2.0L Turbo Luxury," 46,884 mi.","$19,475",68a92e97-177a-4047-8c76-6a03b33a9651,22–30,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,No,
Used,2020 Toyota RAV4 LE," 25,625 mi.","$25,527",0451db46-2a34-4008-a65c-2b8b5f8a7256,27–34,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 RAM 1500 Sport," 35,459 mi.","$33,488",e279a6d6-2a6c-4767-b12d-34c640a5f06d,15–21,Four-wheel Drive ,Gasoline ,None reported,,No,No,
,,,,f8892a0d-4813-4596-9f15-ee02336591f3,,,,,,,,
Used,2023 Ford Bronco Outer Banks," 3,475 mi.","$57,881",f6ccf64d-fff8-4788-9892-6a2482ac1599,20–21,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2020 Chevrolet Silverado 1500 LTZ," 102,524 mi.","$34,889",7bd81791-76ac-46fb-b312-9cdf89420204,16–22,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Chevrolet Silverado 2500 High Country," 32,956 mi.","$63,898",0851e3a9-2400-4302-a3f5-04657e064265,"0–0

",Four-wheel Drive ,Diesel ,None reported,,Yes,Yes,
Used,2021 Chevrolet Silverado 2500 Custom," 69,795 mi.","$47,989",18d9be65-049b-4a7a-81f5-a3ebdd3f6deb,"0–0

",Four-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2019 Toyota Highlander SE," 62,409 mi.","$30,919",4b56aad1-b498-4dc2-b531-defdfc69b2b5,20–26,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Chevrolet Silverado 1500 RST," 40,280 mi.","$41,898",b88d47f0-c15d-4007-8232-d47683cb3821,16–22,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2019 Chevrolet Equinox 1LT," 95,000 mi.","$20,999",cc33f222-6eaf-47ae-b6f9-080971af8ce8,22–28,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Ford Ranger LARIAT," 65,221 mi.","$34,300",70dd437d-573c-4aee-a87e-c9ed4861abd2,20–24,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2020 Chevrolet Silverado 2500 Work Truck," 68,000 mi.","$42,377",72c98b61-3962-4f28-b4f0-bca2eb6d431d,"0–0

",Four-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2022 GMC Sierra 2500 AT4," 44,665 mi.","$68,489",c2cc9c5d-2673-405f-982d-3023d51b6cab,"0–0

",Four-wheel Drive ,Diesel ,None reported,,Yes,No,
Used,2021 Ford F-350 XL," 74,491 mi.","$48,997",6c6507cd-f1e7-40ee-880d-d6e7554dd8ca,"0–0

",Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2022 Chevrolet Silverado 2500 LTZ," 43,965 mi.","$60,449",dd1f4c4b-097d-404d-8bb4-52869c2ff807,"0–0

",Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 Chevrolet Suburban RST," 37,895 mi.","$64,898",db329cec-94e8-4262-9e31-0965caafd269,15–19,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
,,,,fe2b39a1-8d0f-4a19-b19c-d30236e06291,,,,,,,,
Used,2020 Chevrolet Tahoe LT," 72,433 mi.","$41,577",7391bea4-5eba-4725-90ef-0ba278ceb9c2,15–21,Four-wheel Drive ,E85 Flex Fuel ,At least 1 accident or damage reported,,Yes,Yes,
Used,2021 Nissan Titan PRO-4X," 60,185 mi.","$39,994",0a6cd80e-9c9d-44ee-bcf0-50887538a3eb,15–20,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2022 Chevrolet Silverado 2500 LT," 32,282 mi.","$54,889",480195c8-7158-4f1e-83eb-9ba2c3d155f6,"0–0

",Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2018 Chevrolet Silverado 1500 1LT," 96,832 mi.","$33,008",c5da5347-d915-4ca9-86b2-45d6c0ae3e17,16–22,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2016 Chevrolet Traverse LTZ," 113,733 mi.","$17,092",0f7dd3d1-d018-4ada-9f04-af89c14a7568,15–22,AWD ,Gasoline Fuel ,None reported,,No,Yes,At least 1 open recall reported
Used,2022 Jeep Wrangler Sport S," 23,072 mi.","$35,987",94ccce64-94a7-4547-9dfd-049d5f4c6011,22–24,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,At least 1 open recall reported
Used,"2020 Chevrolet Express 2500 RWD 2500 135"""," 61,291 mi.","$34,999",7956f321-14d3-4de6-b188-6a0750134a32,"0–0

",Rear-wheel Drive ,E85 Flex Fuel ,None reported,,No,No,
Used,2021 Chevrolet Suburban RST," 73,137 mi.","$58,898",b5208b63-e7a1-4a60-8f4f-38c9818a1801,15–19,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 Dodge Durango R/T," 22,373 mi.","$42,449",15d8bb61-445a-41a7-b0a9-a562726c8740,14–22,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2024 Chevrolet Silverado 2500 LTZ," 19,641 mi.","$78,898",c4e1b20a-db3b-4611-b586-6b2abfd19c4b,"0–0

",Four-wheel Drive ,Diesel ,None reported,,Yes,Yes,
Used,2022 Toyota Highlander Hybrid Bronze Edition," 40,267 mi.","$43,984",62987456-5b10-43b0-8014-f7921b45caa6,35–35,All-wheel Drive ,Hybrid ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2019 Volkswagen Golf Alltrack SE," 61,094 mi.","$24,346",e20b382b-1825-49b7-b4e0-58ea4172316c,22–30,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,At least 1 open recall reported
Chevrolet Certified,2020 Chevrolet Silverado 1500 LT," 15,645 mi.","$40,675",8e945a6f-5323-443a-9883-2ef57b493f23,16–22,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2023 Chevrolet Traverse Premier," 28,082 mi.","$48,988",854f45c3-3d1f-42af-b219-31e3e82d5421,17–25,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Chevrolet Certified,2023 Chevrolet Traverse LT Leather," 20,528 mi.","$43,377",e5c751a8-afdb-4481-bd96-21f522f8a9a1,17–25,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 GMC Sierra 1500 SLE," 56,248 mi.","$39,293",5fc512fa-6145-4843-bddd-f5a6fb563131,22–26,Four-wheel Drive ,Diesel ,At least 1 accident or damage reported,,No,Yes,
Used,2020 Ford Escape S," 71,410 mi.","$19,047",06a8bf49-9b21-43b9-adf5-4b9adaddea98,26–31,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2022 Chevrolet Silverado 1500 Limited Custom," 34,431 mi.","$36,999",037026f8-7508-46a9-aaa9-d85bb8d552ef,17–20,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Chevrolet Certified,2022 Chevrolet Silverado 2500 LTZ," 13,537 mi.","$65,898",456c5ded-4ee2-49a4-af20-3be59bd03f18,"0–0

",Four-wheel Drive ,Diesel ,None reported,,Yes,Yes,
Used,2023 Chevrolet Suburban LS," 13,665 mi.","$60,852",4b4f2c0d-b4b0-42ae-8d54-ee6e505ba3aa,15–19,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2022 Chevrolet Silverado 2500 Custom," 9,204 mi.","$53,218",2cdc452f-cc9a-406c-ac65-4282d7534016,"0–0

",Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
,,,,7990b464-be95-404c-b183-4296301f00ad,,,,,,,,
Used,2022 Chevrolet Silverado 1500 Limited LT Trail Boss," 34,590 mi.","$47,101",4d29c22e-50f5-4ac3-bd7e-1db3d47ee84d,14–17,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Kia Forte LXS," 67,443 mi.","$20,389",d453be0e-03e0-414a-a0ab-4ec33286f287,29–40,Front-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2021 Chevrolet Silverado 1500 Custom Trail Boss," 54,419 mi.","$39,889",2d72403d-01a6-420e-88b3-db791703f66e,13–18,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2019 Acura RDX Advance Package," 55,679 mi.","$30,489",2ab894db-50d9-4c90-abe5-eeb3cd8ceaf3,21–27,All-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2019 Honda Pilot Touring 7-Passenger," 68,307 mi.","$32,000",06f86d03-5a0c-40ba-adf8-19a48b81b791,19–26,All-wheel Drive ,Gasoline ,None reported,,No,No,At least 1 open recall reported
Used,2018 Chevrolet Equinox 1LT," 36,710 mi.","$21,000",f337c656-d244-4de5-ab46-4378d1b419a2,24–30,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2018 Ford F-150 XLT," 62,220 mi.","$29,000",1501f2d4-68b0-427c-b39c-45de2ad80f59,18–23,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2018 Chevrolet Silverado 1500 LT," 66,755 mi.","$30,500",4082b98e-794f-439c-9d90-35dda7dc243a,"22


",Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2018 GMC Canyon SLT," 152,101 mi.","$19,000",ffd5f900-ebd6-4d50-9601-98a5c946062e,17–24,Four-wheel Drive ,Gasoline ,None reported,,Yes,No,
Used,2018 Ford Focus S," 109,000 mi.","$10,000",84a24432-fef9-4a13-9c44-d2faed17a43b,25–34,Front-wheel Drive ,E85 Flex Fuel ,At least 1 accident or damage reported,,Yes,Yes,
Used,2013 Ford Focus ST Base," 109,223 mi.","$13,000",c4012cd9-06d6-43d3-b13c-4f7832cd536c,23–32,Front-wheel Drive ,Gasoline ,None reported,,No,Yes,At least 1 open recall reported
Used,2012 GMC Terrain SLT-2," 88,567 mi.",Not Priced,4e1da46e-d375-48a0-8ff6-3f160750e23d,–,All-wheel Drive ,– ,At least 1 accident or damage reported,,No,Yes,At least 1 open recall reported
Used,2016 GMC Sierra 1500 Denali," 299,000 mi.",Not Priced,583f91d1-5617-402c-ae42-9ef230728a12,15–21,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2014 Ford F-150 STX," 103,600 mi.","$17,000",4c2f730d-3bcb-4b4e-b8fe-2f7521b7d3e3,14–19,Four-wheel Drive ,E85 Flex Fuel ,None reported,,No,Yes,
Used,2016 Chevrolet Suburban LTZ," 69,665 mi.","$32,000",8572cf03-e964-4bf5-9e2d-727d025c5ad2,15–22,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
,,,,5767d427-cf81-43f4-8759-c82a8599eda2,,,,,,,,
,,,,b7480bf2-6ef8-42fa-a047-94f44ac61bfb,,,,,,,,
Used,2017 Cadillac XT5 Luxury," 64,639 mi.",Not Priced,92578b29-6eb0-494f-a317-3393d1482ebd,18–26,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2021 Nissan Titan SV," 20,615 mi.","$38,000",d4eb6905-c66d-47a9-87a1-b9c8d9aef8bd,15–21,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,At least 1 open recall reported
Used,2018 Mitsubishi Outlander Sport ," 93,944 mi.","$13,000",4f11da38-9bd6-404a-a287-177ce656bb00,23–29,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2020 Chevrolet Silverado 1500 RST," 28,349 mi.",Not Priced,7b79635e-a795-4d62-8264-490b9dc7e31b,20–23,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Mercedes-Benz Certified,2023 Mercedes-Benz CLA 250 ," 2,824 mi.","$42,800",e27df590-9efd-4818-ad0e-1d9eb2952e2f,–,– ,Gasoline ,"6 years old or less/less than 75,000 miles",1 year/unlimited miles,1 year/unlimited miles,164-point inspection,Yes
Mercedes-Benz Certified,2023 Mercedes-Benz GLA 250 Base 4MATIC," 3,182 mi.","$41,500",58386563-76bf-4bd5-a907-d1bea8d4f058,–,– ,Gasoline ,"6 years old or less/less than 75,000 miles",1 year/unlimited miles,1 year/unlimited miles,164-point inspection,Yes
Mercedes-Benz Certified,2020 Mercedes-Benz GLA 250 Base 4MATIC," 41,818 mi.","$26,750",2b076f10-8f67-4cd0-96dc-fc8c99627621,–,– ,Gasoline ,"6 years old or less/less than 75,000 miles",1 year/unlimited miles,1 year/unlimited miles,164-point inspection,Yes
Mercedes-Benz Certified,2022 Mercedes-Benz A-Class A 220 4MATIC," 3,985 mi.","$38,000",1bf61b35-bfe0-4597-8ff6-f9ca559a314e,–,– ,Gasoline ,"6 years old or less/less than 75,000 miles",1 year/unlimited miles,1 year/unlimited miles,164-point inspection,Yes
Mercedes-Benz Certified,2023 Mercedes-Benz GLA 250 ," 3,142 mi.","$45,000",734d5ca4-09e2-4d81-954e-e92de8dcca1f,–,– ,Gasoline ,"6 years old or less/less than 75,000 miles",1 year/unlimited miles,1 year/unlimited miles,164-point inspection,Yes
Mercedes-Benz Certified,2023 Mercedes-Benz EQE 350 Base 4MATIC, 912 mi.,"$72,500",628fd003-4590-4f17-a9a5-7a52aac66bfd,,,,"6 years old or less/less than 75,000 miles",1 year/unlimited miles,1 year/unlimited miles,164-point inspection,Yes
Mercedes-Benz Certified,2023 Mercedes-Benz EQE 500 4MATIC," 2,312 mi.","$84,750",92dcca62-2cd1-47aa-99e8-2dbe4078df00,,,,"6 years old or less/less than 75,000 miles",1 year/unlimited miles,1 year/unlimited miles,164-point inspection,Yes
Mercedes-Benz Certified,2022 Mercedes-Benz GLC 300 ," 12,927 mi.","$41,250",913c1db2-888f-4919-a355-6fa711fc3a27,–,– ,Gasoline ,"6 years old or less/less than 75,000 miles",1 year/unlimited miles,1 year/unlimited miles,164-point inspection,Yes
Mercedes-Benz Certified,2023 Mercedes-Benz S-Class S 580 4MATIC," 8,633 mi.","$110,000",5ee04ef4-903b-4e83-a32b-070863dbd191,–,All-wheel Drive ,Hybrid ,"6 years old or less/less than 75,000 miles",1 year/unlimited miles,1 year/unlimited miles,164-point inspection,Yes
Mercedes-Benz Certified,2023 Mercedes-Benz EQB 250 ," 2,842 mi.","$51,500",4e7f68b5-89bd-420c-a692-218024242b62,,,,"6 years old or less/less than 75,000 miles",1 year/unlimited miles,1 year/unlimited miles,164-point inspection,Yes
Mercedes-Benz Certified,2023 Mercedes-Benz EQS 450+ Base 4MATIC," 6,682 mi.","$88,000",b86b5031-8656-4ce3-99e4-7b89ff152015,,,,"6 years old or less/less than 75,000 miles",1 year/unlimited miles,1 year/unlimited miles,164-point inspection,Yes
Toyota Certified,2020 Toyota RAV4 Limited," 24,799 mi.","$36,000",10555c54-940f-4b0d-964b-cb22cf704d23,–,– ,Gasoline ,"7 years/less than 85,000 miles","12 months/12, 000 miles","7 years/100,000 miles","

          160- or 174-point inspections

",Yes
Toyota Certified,2018 Toyota RAV4 Hybrid Limited," 40,640 mi.","$29,000",152eea92-8f4a-481b-ba1b-d36ae874301a,–,– ,B ,"7 years/less than 85,000 miles","12 months/12, 000 miles","7 years/100,000 miles","

          160- or 174-point inspections

",Yes
Mercedes-Benz Certified,2023 Mercedes-Benz EQB 300 , 18 mi.,"$54,500",c00ece43-821d-44a1-8a54-b9b247681e9c,,,,"6 years old or less/less than 75,000 miles",1 year/unlimited miles,1 year/unlimited miles,164-point inspection,Yes
Mercedes-Benz Certified,2023 Mercedes-Benz GLB 250 ," 2,873 mi.","$44,900",4ac03241-a14d-4712-834f-347de001e233,–,– ,Gasoline ,"6 years old or less/less than 75,000 miles",1 year/unlimited miles,1 year/unlimited miles,164-point inspection,Yes
Mercedes-Benz Certified,2022 Mercedes-Benz GLB 250 ," 13,706 mi.","$38,750",4e1a5776-dac4-4cc7-ad17-ae3e6ab50166,–,– ,Gasoline ,"6 years old or less/less than 75,000 miles",1 year/unlimited miles,1 year/unlimited miles,164-point inspection,Yes
Used,2017 Jeep Cherokee Limited," 104,027 mi.","$15,650",cf76b1d0-9775-4fcb-968f-99439499111b,21–28,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2019 Hyundai Kona Limited," 56,000 mi.","$20,119",24fb61f9-e3ee-4891-b680-82d8ae180a26,26–29,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2018 Jeep Compass Trailhawk," 75,045 mi.","$18,496",ff0b1cf6-a4c1-4519-bf75-33ef3916f04e,22–30,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2020 Hyundai Elantra SE," 2,410 mi.","$18,250",1a94ef64-dd40-4548-8700-b1a02e7e800a,30–40,Front-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,Yes,Yes,
Used,2017 GMC Yukon SLT," 59,675 mi.","$34,500",a4b1b9c1-636c-4247-aa6d-414db0fa550a,16–22,Four-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2017 GMC Sierra 1500 SLT," 86,615 mi.","$29,500",dbb5bf4b-95af-4186-849f-596332e87f88,16–22,Four-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2022 Subaru Outback Premium," 49,545 mi.","$27,500",e8a378b8-ebad-4518-83a2-1addda65d69e,26–33,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2017 Chevrolet Silverado 1500 LT," 84,629 mi.","$28,000",588036d2-d8b5-4e75-843d-7f3ad687170e,"22


",Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Used,2020 Kia Soul LX," 39,339 mi.","$16,500",fc2cd291-6c65-43ac-ad4c-91ae09687a5d,–,Front-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 GMC Sierra 1500 Elevation," 30,654 mi.","$43,500",c5fd8939-3104-4986-92b8-4b23aeedfa7f,18–21,Four-wheel Drive ,Diesel ,None reported,,Yes,Yes,
Used,2023 Chevrolet Trailblazer LT," 9,649 mi.","$26,000",f64670d7-5ec4-4801-ab06-44f16a5bcdc0,26–30,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Nissan Certified,2022 Nissan Altima 2.5 SV," 27,400 mi.","$24,000",8e1db93f-69c4-423f-8659-b0ff359f446d,26–36,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2021 Cadillac XT4 Premium Luxury," 22,138 mi.","$33,000",aac1006d-0b2f-44ef-962c-0302f3af012a,22–29,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
,,,,28a03ded-422c-4aff-8471-81920e8c4c34,,,,,,,,
Nissan Certified,2022 Nissan Frontier SV," 19,148 mi.","$31,306",a7d0e355-0191-4c55-b8a7-c28318dd9f11,17–22,Four-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
Nissan Certified,2024 Nissan Altima 2.5 SR," 5,954 mi.","$31,000",800a6e6d-7007-4699-9e2b-fc2da959c94e,26–36,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2023 Chevrolet Silverado 1500 LT," 14,472 mi.","$49,000",103f54ec-83f0-4e4f-b340-938c882a974a,18–21,Four-wheel Drive ,Diesel ,None reported,,Yes,Yes,
Used,2019 Kia Sorento S," 88,039 mi.","$17,000",0cd56a3a-ac13-430c-b308-8b53f60e63ae,19–24,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Nissan Certified,2023 Nissan Pathfinder S," 10,007 mi.","$36,000",a939d8b6-ebf1-4fb9-b3ac-d949f67ac3e2,21–27,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Nissan Certified,2023 Nissan Pathfinder S," 5,653 mi.","$36,000",a064ac79-970d-4895-984f-fc8027deba59,21–27,Four-wheel Drive ,Gasoline ,None reported,,No,No,
,,,,dd1c4de0-1a4e-4f67-8a97-3f81249b90f7,,,,,,,,
Used,2020 Honda Pilot Black Edition," 57,591 mi.","$32,000",fe685621-bd6d-4ac8-9cd3-74910461dfa5,19–26,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,At least 1 open recall reported
Used,2019 Toyota 4Runner SR5 Premium," 45,966 mi.","$33,500",94caee93-d776-455f-9fb3-6c02dd6103e3,17–20,Four-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2012 Kia Rio LX," 103,582 mi.","$7,169",955971bd-3e7d-4843-ab88-5cbdf51f2829,28–36,Front-wheel Drive ,Gasoline ,None reported,,No,Yes,At least 1 open recall reported
Subaru Certified,2021 Subaru Crosstrek Premium," 29,283 mi.","$25,699",8fd6b4ce-0a71-4884-92da-719c1701141c,28–33,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2018 Subaru Crosstrek 2.0i Premium," 45,439 mi.","$21,703",2c5d762e-b407-4ce7-91a0-bced53669cbe,27–33,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2020 Subaru Forester Limited," 32,909 mi.","$27,100",c4711a10-9fd5-4199-ba53-129aa21d1dfd,26–33,All-wheel Drive ,Gasoline ,None reported,,Yes,Yes,
Used,2018 Hyundai Kona SEL," 69,617 mi.","$17,300",02940168-f312-46b3-a9bf-d9222e0de561,25–30,All-wheel Drive ,Gasoline ,None reported,,No,Yes,
Used,2021 Subaru Forester ," 43,251 mi.","$23,500",0083d6b1-ee09-49d0-a4cb-c539cb25001c,26–33,All-wheel Drive ,Gasoline ,None reported,,No,No,
Used,2014 Subaru XV Crosstrek 2.0i Limited," 132,352 mi.","$11,000",66e87bd8-a2fd-4726-8e34-115edcdd0620,25–33,All-wheel Drive ,Gasoline ,At least 1 accident or damage reported,,No,Yes,
